POSICIONAMENT ESTABLIMENTS TURISME RURAL NOVEMBRE 2020;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;3,7% (-12,8 pp);2.033 (-88,5%);5.775 (-82,7%);
Tarragona;2,1% (-8,8 pp);669 (-83,0%);1.367 (-81,8%);
Lleida;2,2% (-6,8 pp);154 (-97,4%);1.898 (-82,4%);
Barcelona;0,8% (-18,1 pp);258 (-98,3%);832 (-97,1%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
;;;;
;;;;
;;;;
